datetime,open,high,low,close,volume
2025-10-31 14:55:00+05:30,25744.3,25759.15,25744.3,25754.8,4119017
2025-10-31 15:00:00+05:30,25750.45,25751.55,25721.45,25724.45,14272916
2025-10-31 15:05:00+05:30,25723.8,25727.5,25716.55,25718.55,13155806
2025-10-31 15:10:00+05:30,25718.75,25723.1,25712.75,25715.75,13607786
2025-10-31 15:15:00+05:30,25715.65,25728.4,25711.2,25713.35,16363569
2025-10-31 15:20:00+05:30,25713.35,25730.75,25712.4,25728.35,16018752
2025-10-31 15:25:00+05:30,25728.05,25736.25,25722.25,25732.55,11715227
2025-11-03 09:15:00+05:30,25696.85,25738.75,25659.2,25687.85,14530816
2025-11-03 09:20:00+05:30,25687.45,25706.5,25664.6,25675.05,7172385
2025-11-03 09:25:00+05:30,25675.3,25686.1,25665.45,25678.6,6367776
2025-11-03 09:30:00+05:30,25677.7,25677.7,25645.5,25666.95,7196028
2025-11-03 09:35:00+05:30,25667.7,25709.7,25662.15,25709.7,5652368
2025-11-03 09:40:00+05:30,25709.3,25739.25,25709.3,25723.25,4271690
2025-11-03 09:45:00+05:30,25722.5,25753.3,25721.9,25751.45,5077490
2025-11-03 09:50:00+05:30,25751.55,25756.45,25738.9,25743.6,3613856
2025-11-03 09:55:00+05:30,25741.9,25761.5,25740.6,25759.9,2890243
2025-11-03 10:00:00+05:30,25759.45,25761.95,25719.3,25724.2,2954794
2025-11-03 10:05:00+05:30,25724.0,25730.05,25708.25,25712.8,3043909
2025-11-03 10:10:00+05:30,25713.2,25724.6,25710.65,25712.35,2957889
2025-11-03 10:15:00+05:30,25711.85,25729.1,25695.35,25714.05,2631371
2025-11-03 10:20:00+05:30,25715.2,25727.4,25707.9,25723.6,2729861
2025-11-03 10:25:00+05:30,25724.05,25730.35,25712.15,25729.3,2748358
2025-11-03 10:30:00+05:30,25727.5,25735.05,25718.4,25730.55,2740101
2025-11-03 10:35:00+05:30,25730.0,25762.45,25729.0,25758.85,2414378
2025-11-03 10:40:00+05:30,25757.0,25772.25,25751.35,25771.05,3542997
2025-11-03 10:45:00+05:30,25772.15,25773.45,25751.45,25752.4,2923416
2025-11-03 10:50:00+05:30,25753.55,25753.55,25740.15,25744.35,3149710
2025-11-03 10:55:00+05:30,25744.1,25750.1,25736.7,25749.25,2813293
2025-11-03 11:00:00+05:30,25749.35,25758.5,25746.5,25751.8,3983428
2025-11-03 11:05:00+05:30,25752.2,25759.7,25750.4,25758.3,2889597
2025-11-03 11:10:00+05:30,25758.35,25761.75,25753.25,25753.9,3553598
2025-11-03 11:15:00+05:30,25753.95,25758.35,25748.25,25757.45,2588346
2025-11-03 11:20:00+05:30,25757.1,25760.9,25749.7,25758.3,2895583
2025-11-03 11:25:00+05:30,25758.8,25758.9,25743.1,25753.8,3663698
2025-11-03 11:30:00+05:30,25753.3,25758.0,25750.0,25752.45,1858042
2025-11-03 11:35:00+05:30,25752.35,25752.35,25734.8,25736.2,2396390
2025-11-03 11:40:00+05:30,25736.5,25736.75,25723.85,25726.1,3886319
2025-11-03 11:45:00+05:30,25725.7,25729.85,25714.2,25727.05,3110586
2025-11-03 11:50:00+05:30,25727.45,25734.5,25707.85,25722.65,3628792
2025-11-03 11:55:00+05:30,25722.6,25737.4,25722.0,25724.9,3535594
2025-11-03 12:00:00+05:30,25724.65,25726.4,25715.75,25721.75,2076265
2025-11-03 12:05:00+05:30,25721.8,25726.0,25708.4,25711.8,2273188
2025-11-03 12:10:00+05:30,25711.1,25714.0,25700.6,25702.7,2813053
2025-11-03 12:15:00+05:30,25703.1,25718.9,25699.8,25718.4,2146661
2025-11-03 12:20:00+05:30,25718.55,25733.8,25716.4,25719.6,2879316
2025-11-03 12:25:00+05:30,25719.4,25721.7,25709.15,25713.35,4152976
2025-11-03 12:30:00+05:30,25713.9,25714.35,25697.0,25713.1,3219530
2025-11-03 12:35:00+05:30,25713.0,25720.15,25703.8,25717.95,2022041
2025-11-03 12:40:00+05:30,25718.35,25737.1,25718.35,25733.2,2368157
2025-11-03 12:45:00+05:30,25732.5,25744.15,25727.9,25742.25,2554787
2025-11-03 12:50:00+05:30,25741.8,25744.25,25729.9,25737.5,2294941
2025-11-03 12:55:00+05:30,25737.25,25755.95,25734.8,25755.05,2533139
2025-11-03 13:00:00+05:30,25754.35,25759.8,25743.5,25743.75,1848138
2025-11-03 13:05:00+05:30,25743.4,25757.05,25737.55,25756.55,2165097
2025-11-03 13:10:00+05:30,25756.7,25758.15,25748.7,25752.1,2578402
2025-11-03 13:15:00+05:30,25752.0,25764.7,25749.65,25759.6,4552971
2025-11-03 13:20:00+05:30,25759.7,25763.6,25751.35,25753.45,3363189
2025-11-03 13:25:00+05:30,25753.0,25754.45,25738.2,25754.3,2115907
2025-11-03 13:30:00+05:30,25754.05,25763.1,25749.25,25758.6,2945928
2025-11-03 13:35:00+05:30,25758.65,25763.05,25751.05,25753.1,2539848
2025-11-03 13:40:00+05:30,25752.3,25770.8,25751.65,25755.55,2210965
2025-11-03 13:45:00+05:30,25755.2,25757.85,25732.15,25735.7,3382913
2025-11-03 13:50:00+05:30,25736.4,25744.95,25726.95,25741.0,2527295
2025-11-03 13:55:00+05:30,25741.6,25765.6,25741.6,25765.25,2536021
2025-11-03 14:00:00+05:30,25765.15,25780.75,25764.45,25767.8,2719496
2025-11-03 14:05:00+05:30,25767.6,25769.35,25751.0,25756.15,2595682
2025-11-03 14:10:00+05:30,25755.6,25772.35,25754.55,25770.8,2731211
2025-11-03 14:15:00+05:30,25771.1,25798.1,25770.25,25786.7,6202669
2025-11-03 14:20:00+05:30,25786.35,25803.1,25785.0,25796.95,2742739
2025-11-03 14:25:00+05:30,25796.35,25797.4,25782.35,25783.65,2118429
2025-11-03 14:30:00+05:30,25783.2,25788.8,25773.75,25774.5,2765931
2025-11-03 14:35:00+05:30,25774.65,25779.3,25771.25,25778.15,2495556
2025-11-03 14:40:00+05:30,25777.45,25781.1,25770.25,25776.9,2616674
2025-11-03 14:45:00+05:30,25777.15,25777.15,25744.65,25746.25,4608647
2025-11-03 14:50:00+05:30,25745.25,25762.1,25736.55,25758.35,3865083
2025-11-03 14:55:00+05:30,25757.75,25765.0,25751.55,25759.0,2934412
2025-11-03 15:00:00+05:30,25758.85,25758.85,25747.2,25752.65,5163374
2025-11-03 15:05:00+05:30,25752.65,25767.0,25750.0,25764.9,6084224
2025-11-03 15:10:00+05:30,25764.85,25773.0,25760.0,25765.95,6344751
2025-11-03 15:15:00+05:30,25765.95,25774.25,25765.35,25769.9,8463699
2025-11-03 15:20:00+05:30,25769.4,25770.55,25761.75,25767.25,8300322
2025-11-03 15:25:00+05:30,25767.0,25785.9,25764.45,25774.3,7599502
2025-11-04 09:15:00+05:30,25744.75,25787.4,25743.8,25755.4,13247697
2025-11-04 09:20:00+05:30,25754.6,25763.55,25732.0,25752.6,7004285
2025-11-04 09:25:00+05:30,25752.0,25754.1,25722.4,25730.55,4996348
2025-11-04 09:30:00+05:30,25729.85,25730.35,25701.75,25703.4,4602205
2025-11-04 09:35:00+05:30,25703.8,25717.45,25694.4,25717.45,4173672
2025-11-04 09:40:00+05:30,25716.4,25718.8,25705.45,25718.6,3512968
2025-11-04 09:45:00+05:30,25717.9,25717.95,25685.4,25693.1,3274484
2025-11-04 09:50:00+05:30,25692.05,25704.85,25685.1,25701.35,2929336
2025-11-04 09:55:00+05:30,25700.85,25714.2,25699.15,25705.7,3166823
2025-11-04 10:00:00+05:30,25704.7,25722.25,25704.7,25716.65,2640871
2025-11-04 10:05:00+05:30,25716.6,25718.85,25701.4,25701.55,3898466
2025-11-04 10:10:00+05:30,25701.2,25706.9,25695.7,25698.55,2744930
2025-11-04 10:15:00+05:30,25697.9,25698.0,25673.9,25683.95,3839041
2025-11-04 10:20:00+05:30,25683.5,25703.85,25681.0,25702.2,2132126
2025-11-04 10:25:00+05:30,25701.65,25712.55,25701.15,25709.2,2511670
2025-11-04 10:30:00+05:30,25708.25,25717.0,25702.2,25710.5,2486361
2025-11-04 10:35:00+05:30,25710.25,25717.9,25697.65,25701.25,2799247
2025-11-04 10:40:00+05:30,25701.15,25703.4,25692.9,25693.45,3170807
2025-11-04 10:45:00+05:30,25693.1,25698.1,25688.65,25697.1,2629127
2025-11-04 10:50:00+05:30,25697.4,25701.8,25688.1,25696.35,2266672
2025-11-04 10:55:00+05:30,25695.9,25711.75,25694.5,25710.65,3095829
2025-11-04 11:00:00+05:30,25710.55,25720.55,25695.9,25696.65,3517495
2025-11-04 11:05:00+05:30,25696.45,25697.25,25685.7,25687.05,2510159
2025-11-04 11:10:00+05:30,25686.95,25687.75,25677.0,25684.7,2425269
2025-11-04 11:15:00+05:30,25684.2,25686.5,25679.65,25685.3,3274727
2025-11-04 11:20:00+05:30,25685.45,25692.05,25668.55,25670.8,2751140
2025-11-04 11:25:00+05:30,25670.5,25683.05,25658.35,25682.2,3007846
2025-11-04 11:30:00+05:30,25681.4,25683.65,25653.15,25655.45,3883681
2025-11-04 11:35:00+05:30,25656.25,25670.9,25656.25,25660.6,2769897
2025-11-04 11:40:00+05:30,25659.6,25664.35,25648.9,25662.45,2198083
2025-11-04 11:45:00+05:30,25661.75,25666.25,25659.8,25664.7,2362344
2025-11-04 11:50:00+05:30,25663.8,25675.4,25660.85,25672.85,3606172
2025-11-04 11:55:00+05:30,25673.3,25674.4,25663.0,25664.65,2618888
2025-11-04 12:00:00+05:30,25664.95,25679.2,25664.4,25678.4,2552863
2025-11-04 12:05:00+05:30,25678.4,25679.25,25662.75,25670.55,2359686
2025-11-04 12:10:00+05:30,25670.3,25681.25,25670.25,25680.5,3712830
2025-11-04 12:15:00+05:30,25680.45,25686.35,25667.45,25685.65,3177824
2025-11-04 12:20:00+05:30,25685.7,25690.4,25676.6,25679.65,1999962
2025-11-04 12:25:00+05:30,25679.85,25682.75,25669.1,25670.7,2545506
2025-11-04 12:30:00+05:30,25671.25,25675.65,25665.2,25671.95,1979016
2025-11-04 12:35:00+05:30,25671.95,25678.95,25666.6,25670.05,2345999
2025-11-04 12:40:00+05:30,25671.05,25680.1,25664.25,25679.35,1855742
2025-11-04 12:45:00+05:30,25678.25,25686.8,25673.75,25678.2,1944938
2025-11-04 12:50:00+05:30,25677.15,25677.15,25657.95,25661.4,3373202
2025-11-04 12:55:00+05:30,25662.35,25678.9,25658.3,25669.85,3082214
2025-11-04 13:00:00+05:30,25670.8,25675.15,25654.0,25672.8,2597942
2025-11-04 13:05:00+05:30,25672.5,25684.7,25671.55,25673.95,2307425
2025-11-04 13:10:00+05:30,25673.3,25674.5,25658.55,25660.35,1983040
2025-11-04 13:15:00+05:30,25658.75,25667.55,25657.35,25661.4,2483667
2025-11-04 13:20:00+05:30,25660.9,25662.25,25646.0,25660.8,3146401
2025-11-04 13:25:00+05:30,25660.7,25671.55,25650.0,25671.55,4693306
2025-11-04 13:30:00+05:30,25672.0,25675.4,25652.0,25659.55,4501731
2025-11-04 13:35:00+05:30,25659.8,25683.05,25657.75,25682.35,3667299
2025-11-04 13:40:00+05:30,25681.4,25681.75,25669.55,25675.05,3650229
2025-11-04 13:45:00+05:30,25673.95,25677.7,25664.75,25666.25,3267185
2025-11-04 13:50:00+05:30,25666.35,25667.15,25659.15,25662.8,2896852
2025-11-04 13:55:00+05:30,25662.4,25665.6,25654.35,25657.45,3006349
2025-11-04 14:00:00+05:30,25656.95,25657.9,25641.25,25646.0,2492331
2025-11-04 14:05:00+05:30,25645.3,25647.85,25640.35,25646.65,2695943
2025-11-04 14:10:00+05:30,25646.0,25646.1,25607.4,25617.05,5999310
2025-11-04 14:15:00+05:30,25616.05,25623.65,25611.75,25617.65,3234494
2025-11-04 14:20:00+05:30,25618.0,25623.65,25592.65,25613.05,4986289
2025-11-04 14:25:00+05:30,25612.85,25619.0,25610.25,25615.05,2750022
2025-11-04 14:30:00+05:30,25616.4,25621.65,25613.05,25619.35,2614130
2025-11-04 14:35:00+05:30,25620.5,25634.65,25619.35,25624.85,4169950
2025-11-04 14:40:00+05:30,25625.0,25625.7,25608.4,25609.9,3259253
2025-11-04 14:45:00+05:30,25610.4,25610.8,25594.35,25595.8,4372600
2025-11-04 14:50:00+05:30,25596.55,25618.6,25584.35,25593.25,5888160
2025-11-04 14:55:00+05:30,25594.35,25609.05,25591.95,25607.3,4413879
2025-11-04 15:00:00+05:30,25608.8,25621.7,25591.65,25596.95,12613719
2025-11-04 15:05:00+05:30,25597.1,25611.6,25591.3,25597.3,13381194
2025-11-04 15:10:00+05:30,25598.55,25604.45,25589.35,25600.0,11650962
2025-11-04 15:15:00+05:30,25601.0,25602.95,25584.15,25593.05,12162002
2025-11-04 15:20:00+05:30,25593.3,25602.0,25590.7,25594.1,11934740
2025-11-04 15:25:00+05:30,25594.05,25602.2,25578.4,25586.25,9351497
2025-11-06 09:15:00+05:30,25593.35,25671.45,25587.2,25666.7,25783314
2025-11-06 09:20:00+05:30,25664.1,25679.15,25651.35,25659.8,12471926
2025-11-06 09:25:00+05:30,25659.85,25659.85,25619.9,25626.6,9086342
2025-11-06 09:30:00+05:30,25625.6,25629.85,25609.4,25627.75,7723150
2025-11-06 09:35:00+05:30,25628.4,25632.85,25610.25,25628.9,9677247
2025-11-06 09:40:00+05:30,25629.3,25629.95,25600.1,25610.0,5989458
2025-11-06 09:45:00+05:30,25610.05,25621.8,25601.55,25601.65,6168087
2025-11-06 09:50:00+05:30,25601.35,25629.85,25599.3,25628.2,4753422
2025-11-06 09:55:00+05:30,25631.05,25633.9,25614.85,25628.95,4689554
2025-11-06 10:00:00+05:30,25629.3,25639.7,25613.75,25614.35,4276705
2025-11-06 10:05:00+05:30,25613.8,25617.2,25570.6,25572.2,4497824
2025-11-06 10:10:00+05:30,25571.2,25571.3,25542.35,25542.75,5001148
2025-11-06 10:15:00+05:30,25542.9,25545.6,25533.7,25536.75,3810795
2025-11-06 10:20:00+05:30,25537.95,25550.3,25531.55,25540.65,4238507
2025-11-06 10:25:00+05:30,25540.5,25546.75,25534.85,25536.95,2674384
2025-11-06 10:30:00+05:30,25537.7,25545.0,25529.9,25531.9,2843210
2025-11-06 10:35:00+05:30,25531.45,25537.15,25522.05,25524.4,3276701
2025-11-06 10:40:00+05:30,25524.05,25536.05,25520.75,25536.05,3095455
2025-11-06 10:45:00+05:30,25536.6,25545.95,25533.7,25540.15,3512709
2025-11-06 10:50:00+05:30,25539.75,25560.05,25538.85,25560.05,3451653
2025-11-06 10:55:00+05:30,25559.75,25565.1,25554.05,25562.5,2968171
2025-11-06 11:00:00+05:30,25562.95,25573.4,25560.95,25572.7,3917096
2025-11-06 11:05:00+05:30,25573.15,25575.25,25557.65,25559.2,4026789
2025-11-06 11:10:00+05:30,25559.85,25567.8,25553.85,25560.5,3731249
2025-11-06 11:15:00+05:30,25560.7,25561.15,25541.65,25544.15,3654126
2025-11-06 11:20:00+05:30,25543.6,25546.1,25535.0,25535.45,3382929
2025-11-06 11:25:00+05:30,25535.8,25544.0,25534.0,25543.0,3248613
2025-11-06 11:30:00+05:30,25542.9,25547.55,25527.8,25530.35,3706954
2025-11-06 11:35:00+05:30,25530.85,25534.7,25525.0,25531.15,3562848
2025-11-06 11:40:00+05:30,25531.1,25538.4,25529.95,25531.95,2840348
2025-11-06 11:45:00+05:30,25531.1,25554.1,25529.95,25551.6,2884064
2025-11-06 11:50:00+05:30,25551.5,25557.45,25548.5,25552.15,4533864
2025-11-06 11:55:00+05:30,25552.2,25561.35,25547.0,25561.35,2812777
2025-11-06 12:00:00+05:30,25559.3,25573.3,25559.0,25565.2,3122587
2025-11-06 12:05:00+05:30,25564.55,25574.4,25554.6,25555.05,3639046
2025-11-06 12:10:00+05:30,25554.8,25556.25,25543.75,25546.65,4151900
2025-11-06 12:15:00+05:30,25547.25,25561.35,25542.9,25558.55,3004415
2025-11-06 12:20:00+05:30,25555.9,25559.15,25530.55,25550.8,3223603
2025-11-06 12:25:00+05:30,25552.35,25556.2,25542.3,25545.75,2774761
2025-11-06 12:30:00+05:30,25545.6,25564.9,25539.45,25562.4,2285169
2025-11-06 12:35:00+05:30,25562.6,25567.8,25557.75,25560.1,3323855
2025-11-06 12:40:00+05:30,25562.55,25575.75,25559.7,25560.3,3437948
2025-11-06 12:45:00+05:30,25561.1,25599.25,25556.75,25598.0,4359015
2025-11-06 12:50:00+05:30,25598.7,25602.3,25591.8,25601.3,3718853
2025-11-06 12:55:00+05:30,25602.45,25608.15,25589.4,25591.1,3528361
2025-11-06 13:00:00+05:30,25591.65,25616.85,25584.25,25603.2,3833173
2025-11-06 13:05:00+05:30,25603.1,25606.35,25571.55,25572.35,4605012
2025-11-06 13:10:00+05:30,25573.9,25585.2,25561.8,25583.6,2810549
2025-11-06 13:15:00+05:30,25584.2,25596.95,25575.9,25576.5,2289961
2025-11-06 13:20:00+05:30,25576.7,25603.1,25576.2,25594.3,3016793
2025-11-06 13:25:00+05:30,25594.15,25597.3,25581.25,25583.85,2735432
2025-11-06 13:30:00+05:30,25583.8,25599.95,25575.25,25582.55,3270329
2025-11-06 13:35:00+05:30,25583.05,25598.05,25572.55,25577.45,2907138
2025-11-06 13:40:00+05:30,25578.0,25586.8,25565.6,25567.45,2927037
2025-11-06 13:45:00+05:30,25567.4,25573.7,25539.65,25541.55,3687376
2025-11-06 13:50:00+05:30,25541.65,25541.65,25517.55,25518.95,3896412
2025-11-06 13:55:00+05:30,25519.2,25539.9,25515.95,25539.9,2988449
2025-11-06 14:00:00+05:30,25539.2,25544.15,25527.55,25529.45,3310751
2025-11-06 14:05:00+05:30,25528.9,25541.55,25525.55,25540.8,3228277
2025-11-06 14:10:00+05:30,25540.9,25555.5,25535.4,25552.95,3673825
2025-11-06 14:15:00+05:30,25552.25,25555.75,25536.15,25548.05,3834871
2025-11-06 14:20:00+05:30,25548.2,25553.75,25539.7,25540.3,2853000
2025-11-06 14:25:00+05:30,25541.6,25544.15,25520.6,25541.6,3873672
2025-11-06 14:30:00+05:30,25542.1,25554.75,25542.1,25553.85,3609179
2025-11-06 14:35:00+05:30,25554.15,25560.6,25540.65,25542.25,3474667
2025-11-06 14:40:00+05:30,25543.9,25546.9,25527.55,25542.4,4924318
2025-11-06 14:45:00+05:30,25542.55,25557.65,25528.4,25529.6,4475504
2025-11-06 14:50:00+05:30,25530.5,25551.3,25526.95,25546.9,4396532
2025-11-06 14:55:00+05:30,25547.6,25564.6,25535.75,25555.55,7311781
2025-11-06 15:00:00+05:30,25555.1,25555.1,25513.8,25515.1,10804165
2025-11-06 15:05:00+05:30,25514.6,25516.2,25501.35,25511.35,10259978
2025-11-06 15:10:00+05:30,25509.8,25511.2,25491.55,25500.6,11402616
2025-11-06 15:15:00+05:30,25500.35,25515.05,25498.7,25514.7,12500142
2025-11-06 15:20:00+05:30,25513.8,25517.1,25499.9,25507.65,10873081
2025-11-06 15:25:00+05:30,25505.4,25521.45,25500.85,25519.95,7982889
2025-11-07 09:15:00+05:30,25433.8,25447.1,25355.7,25378.15,64258915
2025-11-07 09:20:00+05:30,25374.2,25374.2,25325.15,25328.2,5566172
2025-11-07 09:25:00+05:30,25328.2,25352.9,25328.2,25348.85,4701005
2025-11-07 09:30:00+05:30,25350.1,25362.35,25319.0,25320.2,4187557
2025-11-07 09:35:00+05:30,25319.25,25340.9,25318.45,25340.0,3983354
2025-11-07 09:40:00+05:30,25340.9,25356.5,25339.15,25354.25,3670514
2025-11-07 09:45:00+05:30,25356.15,25391.15,25347.4,25389.6,3645473
2025-11-07 09:50:00+05:30,25389.45,25390.95,25352.45,25352.45,3578046
2025-11-07 09:55:00+05:30,25352.5,25352.5,25336.95,25342.25,2977746
2025-11-07 10:00:00+05:30,25342.9,25352.3,25332.45,25341.9,2385822
2025-11-07 10:05:00+05:30,25343.25,25351.95,25333.5,25334.3,2209902
2025-11-07 10:10:00+05:30,25334.45,25348.5,25331.05,25343.95,2546440
2025-11-07 10:15:00+05:30,25344.05,25352.15,25339.35,25347.1,1685083
2025-11-07 10:20:00+05:30,25347.7,25354.5,25338.2,25352.15,1730510
2025-11-07 10:25:00+05:30,25350.85,25357.25,25342.3,25356.8,2244686
2025-11-07 10:30:00+05:30,25357.0,25364.95,25348.65,25364.95,2205525
2025-11-07 10:35:00+05:30,25364.2,25371.95,25356.3,25368.5,2202204
2025-11-07 10:40:00+05:30,25368.85,25385.9,25367.85,25379.1,2691358
2025-11-07 10:45:00+05:30,25379.3,25386.55,25375.75,25377.25,2450092
2025-11-07 10:50:00+05:30,25377.3,25382.85,25365.45,25371.4,3697336
2025-11-07 10:55:00+05:30,25371.45,25377.75,25354.2,25357.75,5117277
2025-11-07 11:00:00+05:30,25355.95,25373.0,25355.95,25362.95,2111975
2025-11-07 11:05:00+05:30,25362.7,25371.45,25354.4,25370.2,2118604
2025-11-07 11:10:00+05:30,25369.65,25413.8,25369.65,25410.55,3227725
2025-11-07 11:15:00+05:30,25410.25,25420.75,25405.15,25415.95,2823975
2025-11-07 11:20:00+05:30,25415.4,25432.3,25413.15,25429.95,3447935
2025-11-07 11:25:00+05:30,25430.6,25441.75,25424.65,25439.7,2266853
2025-11-07 11:30:00+05:30,25440.85,25471.35,25439.9,25461.25,3083718
2025-11-07 11:35:00+05:30,25462.2,25467.7,25447.75,25447.75,3722255
2025-11-07 11:40:00+05:30,25449.3,25453.7,25440.75,25446.95,2910935
2025-11-07 11:45:00+05:30,25447.85,25456.25,25434.1,25434.7,3459991
2025-11-07 11:50:00+05:30,25433.9,25441.55,25425.1,25437.55,3027610
2025-11-07 11:55:00+05:30,25437.15,25443.15,25432.25,25437.75,2076729
2025-11-07 12:00:00+05:30,25437.8,25451.0,25429.05,25449.55,2152022
2025-11-07 12:05:00+05:30,25449.75,25449.75,25438.0,25444.55,2210380
2025-11-07 12:10:00+05:30,25444.45,25460.05,25441.6,25454.85,2609168
2025-11-07 12:15:00+05:30,25453.25,25460.6,25447.05,25457.8,2530852
2025-11-07 12:20:00+05:30,25457.7,25466.15,25449.9,25450.25,1850266
2025-11-07 12:25:00+05:30,25451.0,25465.0,25450.25,25456.9,2274718
2025-11-07 12:30:00+05:30,25457.25,25468.7,25456.85,25462.1,1708306
2025-11-07 12:35:00+05:30,25462.1,25475.2,25458.2,25471.8,1811134
2025-11-07 12:40:00+05:30,25472.1,25484.45,25471.3,25483.05,2877850
2025-11-07 12:45:00+05:30,25482.8,25489.35,25474.5,25486.2,2896340
2025-11-07 12:50:00+05:30,25486.2,25502.65,25474.75,25478.45,2807831
2025-11-07 12:55:00+05:30,25478.7,25492.95,25472.55,25491.5,2953185
2025-11-07 13:00:00+05:30,25492.25,25499.8,25488.9,25491.8,2678023
2025-11-07 13:05:00+05:30,25491.8,25497.25,25479.5,25486.75,3007409
2025-11-07 13:10:00+05:30,25487.1,25490.7,25477.75,25487.5,2699322
2025-11-07 13:15:00+05:30,25487.65,25497.05,25483.75,25489.5,3402310
2025-11-07 13:20:00+05:30,25490.1,25494.7,25483.65,25488.45,4170239
2025-11-07 13:25:00+05:30,25488.9,25540.85,25488.6,25531.8,3220665
2025-11-07 13:30:00+05:30,25535.45,25539.8,25526.0,25537.95,2669345
2025-11-07 13:35:00+05:30,25538.65,25545.0,25533.75,25539.95,2613328
2025-11-07 13:40:00+05:30,25540.3,25547.85,25534.0,25537.2,2529042
2025-11-07 13:45:00+05:30,25537.7,25551.25,25530.25,25531.35,2800000
2025-11-07 13:50:00+05:30,25531.85,25532.1,25521.5,25525.85,2549313
2025-11-07 13:55:00+05:30,25524.85,25525.45,25491.35,25493.9,2903234
2025-11-07 14:00:00+05:30,25494.9,25496.55,25468.25,25468.9,3456791
2025-11-07 14:05:00+05:30,25469.65,25478.25,25456.6,25473.35,3211459
2025-11-07 14:10:00+05:30,25473.2,25482.95,25468.75,25474.0,2671891
2025-11-07 14:15:00+05:30,25474.95,25483.45,25469.3,25482.2,2815642
2025-11-07 14:20:00+05:30,25482.5,25518.3,25482.5,25516.2,3273880
2025-11-07 14:25:00+05:30,25515.9,25536.65,25515.3,25533.2,2936569
2025-11-07 14:30:00+05:30,25533.7,25540.5,25518.7,25518.8,3038901
2025-11-07 14:35:00+05:30,25518.1,25524.5,25514.25,25515.25,2702609
2025-11-07 14:40:00+05:30,25515.75,25518.9,25507.75,25512.75,2510100
2025-11-07 14:45:00+05:30,25512.85,25513.8,25501.3,25504.0,2771371
2025-11-07 14:50:00+05:30,25503.95,25506.6,25494.7,25495.75,2374167
2025-11-07 14:55:00+05:30,25496.2,25504.05,25484.6,25490.1,2838511
2025-11-07 15:00:00+05:30,25492.5,25496.75,25473.1,25481.65,5534849
2025-11-07 15:05:00+05:30,25481.95,25486.65,25474.0,25482.15,5358681
2025-11-07 15:10:00+05:30,25481.6,25487.4,25476.85,25486.6,6823216
2025-11-07 15:15:00+05:30,25487.3,25513.25,25485.75,25500.6,6863264
2025-11-07 15:20:00+05:30,25500.6,25516.1,25495.85,25499.7,7612700
2025-11-07 15:25:00+05:30,25499.35,25511.75,25496.35,25510.05,6406257
2025-11-10 09:15:00+05:30,25503.5,25590.35,25503.5,25554.6,6755483
2025-11-10 09:20:00+05:30,25551.65,25565.7,25521.5,25526.55,6184739
2025-11-10 09:25:00+05:30,25524.45,25541.3,25515.3,25539.25,4060151
2025-11-10 09:30:00+05:30,25539.6,25561.9,25538.65,25559.35,3648567
2025-11-10 09:35:00+05:30,25558.0,25579.15,25558.0,25574.7,3194819
2025-11-10 09:40:00+05:30,25574.55,25575.05,25543.55,25552.75,3249512
2025-11-10 09:45:00+05:30,25553.2,25583.15,25548.7,25580.65,2741264
2025-11-10 09:50:00+05:30,25579.75,25595.75,25574.45,25592.9,2254708
2025-11-10 09:55:00+05:30,25593.3,25593.65,25565.05,25568.1,2971699
2025-11-10 10:00:00+05:30,25568.2,25575.35,25553.1,25555.6,2225158
2025-11-10 10:05:00+05:30,25555.55,25566.85,25552.3,25566.35,2437701
2025-11-10 10:10:00+05:30,25566.05,25579.55,25558.65,25576.0,2479263
2025-11-10 10:15:00+05:30,25575.9,25602.7,25575.2,25602.45,2589971
2025-11-10 10:20:00+05:30,25601.85,25619.05,25601.85,25618.05,2866870
2025-11-10 10:25:00+05:30,25617.45,25622.05,25612.25,25615.6,2512046
2025-11-10 10:30:00+05:30,25615.35,25625.25,25612.05,25618.65,3942834
2025-11-10 10:35:00+05:30,25618.15,25619.7,25601.1,25602.1,2486250
2025-11-10 10:40:00+05:30,25602.85,25610.35,25598.45,25601.45,2026858
2025-11-10 10:45:00+05:30,25600.85,25605.8,25592.6,25597.85,2275186
2025-11-10 10:50:00+05:30,25597.05,25606.9,25587.75,25604.3,2164651
2025-11-10 10:55:00+05:30,25604.0,25614.45,25603.25,25612.2,2319101
2025-11-10 11:00:00+05:30,25612.8,25629.05,25610.25,25626.2,3190354
2025-11-10 11:05:00+05:30,25626.35,25632.0,25619.55,25623.3,3209508
2025-11-10 11:10:00+05:30,25622.65,25629.9,25617.1,25629.9,2251295
2025-11-10 11:15:00+05:30,25629.1,25636.95,25625.95,25636.35,2802318
2025-11-10 11:20:00+05:30,25635.8,25645.3,25632.4,25643.75,3175934
2025-11-10 11:25:00+05:30,25643.45,25651.95,25641.15,25649.8,2525521
2025-11-10 11:30:00+05:30,25649.1,25649.35,25639.2,25639.95,2331332
2025-11-10 11:35:00+05:30,25640.65,25643.9,25635.6,25636.3,1853968
2025-11-10 11:40:00+05:30,25636.85,25637.85,25629.75,25633.0,2223270
2025-11-10 11:45:00+05:30,25632.75,25644.5,25630.45,25631.05,2050442
2025-11-10 11:50:00+05:30,25630.8,25637.55,25628.5,25631.0,1334081
2025-11-10 11:55:00+05:30,25630.8,25634.35,25619.05,25620.85,2164772
2025-11-10 12:00:00+05:30,25620.2,25631.45,25620.2,25622.65,1909549
